idx,k,seed,cer,animescore,utmos,likability,gated_reward
0,0,0,0.09090909090909091,1.0377418994903564,1.3002207279205322,3.5062437057495117,4.5377418994903564
0,1,100,0.22727272727272727,2.217562437057495,1.4580553770065308,4.032147407531738,5.217562437057495
0,2,101,0.3181818181818182,1.8673127889633179,1.671366572380066,3.8168883323669434,-1.0
0,3,102,0.5454545454545454,0.9174230694770813,1.2908138036727905,3.200793743133545,-1.0
0,4,103,0.18181818181818182,3.4227135181427,2.400857448577881,4.449060440063477,6.4227135181427
0,5,104,0.09090909090909091,0.1605602502822876,1.2959343194961548,3.3748598098754883,3.6605602502822876
0,6,105,0.7727272727272727,2.300835371017456,1.4218580722808838,1.8714871406555176,-1.0
0,7,106,0.13636363636363635,-0.6874585747718811,1.319027066230774,3.7487759590148926,2.312541425228119
1,0,0,1.3636363636363635,-0.706579327583313,1.4779313802719116,1.877205491065979,-1.0
1,1,100,0.9545454545454546,0.41051071882247925,1.4115899801254272,3.049715995788574,-1.0
1,2,101,0.18181818181818182,1.250404953956604,1.3432813882827759,3.28610897064209,4.250404953956604
1,3,102,0.3181818181818182,2.4251129627227783,1.916345238685608,4.184630393981934,-1.0
1,4,103,0.2727272727272727,1.1120243072509766,2.474069595336914,3.8534929752349854,4.112024307250977
1,5,104,0.2727272727272727,2.2085189819335938,1.4028493165969849,3.716125011444092,5.208518981933594
1,6,105,0.18181818181818182,0.31184959411621094,1.376197099685669,3.4790022373199463,3.311849594116211
1,7,106,0.18181818181818182,2.8477072715759277,1.4750257730484009,3.87576961517334,5.847707271575928
2,0,0,0.2692307692307692,3.797088146209717,1.9240036010742188,4.068504810333252,6.797088146209717
2,1,100,0.3076923076923077,-0.7643415331840515,1.3450944423675537,3.0730574131011963,-1.0
2,2,101,0.19230769230769232,2.6902077198028564,3.2607719898223877,4.308658123016357,5.6902077198028564
2,3,102,1.0,-2.0658373832702637,1.6330631971359253,1.907613754272461,-1.0
2,4,103,1.0,-0.1418040692806244,1.5487011671066284,1.8997987508773804,-1.0
2,5,104,0.15384615384615385,2.0976314544677734,1.5051058530807495,3.907357931137085,5.097631454467773
2,6,105,0.3076923076923077,2.2608449459075928,1.5916893482208252,3.547417163848877,-1.0
2,7,106,0.6538461538461539,3.0318665504455566,2.4970483779907227,4.223257064819336,-1.0
3,0,0,0.11538461538461539,1.215556025505066,1.3619637489318848,3.6728265285491943,4.215556025505066
3,1,100,0.15384615384615385,-0.12419650703668594,1.3240290880203247,3.480551242828369,2.875803492963314
3,2,101,0.11538461538461539,3.1822855472564697,1.8452470302581787,4.089340686798096,6.18228554725647
3,3,102,0.23076923076923078,0.9439437389373779,2.9556362628936768,3.7491753101348877,3.943943738937378
3,4,103,0.07692307692307693,3.4064841270446777,3.249767780303955,4.209856033325195,6.906484127044678
3,5,104,0.11538461538461539,1.734470248222351,1.8307642936706543,4.327734470367432,4.734470248222351
3,6,105,0.19230769230769232,0.1906789243221283,1.3527919054031372,3.9964663982391357,3.1906789243221283
3,7,106,0.7307692307692307,2.977717161178589,1.4880831241607666,2.3560733795166016,-1.0
4,0,0,0.0,-1.2256031036376953,4.019134521484375,4.604791641235352,2.2743968963623047
4,1,100,0.0,-1.3463096618652344,4.2638163566589355,4.48835563659668,2.1536903381347656
4,2,101,0.04,-0.5023788809776306,4.017070293426514,4.538023948669434,2.9976211190223694
4,3,102,0.04,-1.5485743284225464,4.173680782318115,4.5895586013793945,1.9514256715774536
4,4,103,0.04,-1.3283878564834595,3.9154670238494873,4.430108547210693,2.1716121435165405
4,5,104,0.0,-1.2008649110794067,3.409001588821411,4.506514549255371,2.2991350889205933
4,6,105,0.0,-1.243330478668213,4.033527851104736,4.521323204040527,2.256669521331787
4,7,106,0.0,-1.0322740077972412,3.931101083755493,4.550311088562012,2.467725992202759
5,0,0,0.041666666666666664,-1.0158950090408325,4.147924423217773,4.503489017486572,2.4841049909591675
5,1,100,0.041666666666666664,-1.448750615119934,4.2621612548828125,4.4675493240356445,2.051249384880066
5,2,101,0.041666666666666664,-0.5305523872375488,3.7424678802490234,4.458112716674805,2.969447612762451
5,3,102,0.041666666666666664,-1.1325558423995972,4.1648268699646,4.495421409606934,2.367444157600403
5,4,103,0.041666666666666664,-0.6548160314559937,4.254997730255127,4.531437397003174,2.8451839685440063
5,5,104,0.041666666666666664,-0.21778395771980286,4.150537014007568,4.4613213539123535,3.282216042280197
5,6,105,0.041666666666666664,-0.6886140704154968,4.157526969909668,4.550005912780762,2.811385929584503
5,7,106,0.041666666666666664,-0.5034930109977722,4.276219367980957,4.562928676605225,2.996506989002228
6,0,0,0.0,-1.5372473001480103,3.806128978729248,4.356290340423584,1.9627526998519897
6,1,100,0.0,-1.332678198814392,4.081574440002441,4.199275016784668,2.167321801185608
6,2,101,0.08333333333333333,-1.678837537765503,4.268674850463867,4.521994113922119,1.821162462234497
6,3,102,0.0,-1.5800219774246216,4.008161544799805,4.097725868225098,1.9199780225753784
6,4,103,0.08333333333333333,-1.503770351409912,3.354151725769043,4.572140693664551,1.996229648590088
6,5,104,0.0,-1.729163646697998,3.8136720657348633,4.482109546661377,1.770836353302002
6,6,105,0.0,-1.4389235973358154,4.213156700134277,4.417581558227539,2.0610764026641846
6,7,106,0.0,-1.456693410873413,3.855823278427124,4.550321102142334,2.043306589126587
7,0,0,0.0,-1.3521817922592163,3.90084171295166,4.518919467926025,2.1478182077407837
7,1,100,0.36,-1.8877978324890137,4.28744649887085,4.528980255126953,-1.0
7,2,101,0.0,-1.5433828830718994,4.233052730560303,4.48209285736084,1.9566171169281006
7,3,102,0.04,-1.1200392246246338,3.0785281658172607,4.380781173706055,2.379960775375366
7,4,103,0.36,-1.7662478685379028,4.20239782333374,4.485307693481445,-1.0
7,5,104,0.0,-1.1465154886245728,4.262872219085693,4.544514179229736,2.3534845113754272
7,6,105,0.0,-1.0495730638504028,3.4667134284973145,4.486010551452637,2.450426936149597
7,7,106,0.0,-1.4945231676101685,3.630721092224121,4.523299217224121,2.0054768323898315
8,0,0,0.04,-1.444031000137329,3.845916748046875,4.399598121643066,2.055968999862671
8,1,100,0.04,2.070560932159424,3.6068477630615234,4.5470805168151855,5.570560932159424
8,2,101,0.04,-1.4624680280685425,4.08474063873291,4.44911003112793,2.0375319719314575
8,3,102,0.04,0.5580322742462158,3.748899459838867,4.512401103973389,4.058032274246216
8,4,103,0.04,0.07668875902891159,3.9121382236480713,4.532050609588623,3.5766887590289116
8,5,104,0.04,-0.10369863361120224,3.9785172939300537,4.579782485961914,3.3963013663887978
8,6,105,0.0,1.0945504903793335,3.674675226211548,4.495665550231934,4.5945504903793335
8,7,106,0.04,-0.3678411841392517,4.101649284362793,4.533260345458984,3.1321588158607483
9,0,0,0.043478260869565216,-0.9296042919158936,3.6297364234924316,4.466986179351807,2.5703957080841064
9,1,100,0.08695652173913043,-1.9947261810302734,3.3051986694335938,4.336064338684082,1.5052738189697266
9,2,101,0.13043478260869565,0.9720526933670044,2.9616315364837646,4.4786272048950195,3.9720526933670044
9,3,102,0.08695652173913043,-1.2511283159255981,3.6636390686035156,4.284419059753418,2.248871684074402
9,4,103,0.043478260869565216,-0.1837528645992279,4.178824424743652,4.377373218536377,3.316247135400772
9,5,104,0.17391304347826086,-1.6154721975326538,3.498915672302246,4.127499103546143,1.3845278024673462
9,6,105,0.13043478260869565,-1.1948319673538208,3.4653658866882324,3.795429229736328,1.8051680326461792
9,7,106,0.043478260869565216,-0.8775513768196106,3.9487202167510986,4.559215545654297,2.6224486231803894
10,0,0,0.0,-0.5558362603187561,3.7802581787109375,4.450943946838379,2.944163739681244
10,1,100,0.04,-0.9218725562095642,3.7609703540802,4.504165172576904,2.578127443790436
10,2,101,0.04,-1.9359437227249146,4.212657451629639,4.509259223937988,1.5640562772750854
10,3,102,0.08,-2.069960117340088,3.464641571044922,4.341025352478027,1.430039882659912
10,4,103,0.0,-1.3501429557800293,4.239110946655273,4.457964897155762,2.1498570442199707
10,5,104,0.04,-1.1375051736831665,3.720630645751953,4.473681449890137,2.3624948263168335
10,6,105,0.08,-1.6062017679214478,3.7138469219207764,4.398174285888672,1.8937982320785522
10,7,106,0.04,-1.4284433126449585,3.1436707973480225,4.420808792114258,2.0715566873550415
11,0,0,0.0,-1.5896644592285156,3.9895408153533936,4.405248165130615,1.9103355407714844
11,1,100,0.0,-1.6521233320236206,4.086540699005127,4.330288410186768,1.8478766679763794
11,2,101,0.0,-0.8509088158607483,3.3707003593444824,4.431754112243652,2.6490911841392517
11,3,102,0.0,-1.6614338159561157,3.499354839324951,4.492156982421875,1.8385661840438843
11,4,103,0.12,-1.5719037055969238,3.775902271270752,4.463566780090332,1.4280962944030762
11,5,104,0.08,-1.7307847738265991,3.737687349319458,4.402016639709473,1.7692152261734009
11,6,105,0.0,-0.8936312794685364,4.029930114746094,4.424034595489502,2.6063687205314636
11,7,106,0.0,-1.8792529106140137,3.942457675933838,4.383508682250977,1.6207470893859863
12,0,0,0.5483870967741935,0.989351749420166,1.4892901182174683,3.810044765472412,-1.0
